Type	Time
ctrl	7.317212
syn1	7.266827
syn2	7.269617
syn3	7.266129
ctrl	7.213032
syn1	7.186901
syn2	7.174724
syn3	7.188413
ctrl	7.208600
syn1	7.141245
syn3	7.275865
ctrl	7.223296
syn1	7.225481
syn2	7.211557
syn3	7.218910
ctrl	7.211557
syn3	7.254178
ctrl	7.232010
syn1	7.326466
syn2	7.221836
syn3	7.243513
ctrl	7.236339
syn1	7.273093
syn2	7.239215
syn3	7.218177
ctrl	7.209340
syn1	7.227662
syn2	7.264030
syn3	7.239215
ctrl	7.249926
ctrl	7.249215
syn1	7.187657
syn2	7.279319
syn3	7.238497
syn1	7.257708
syn2	7.301148
syn3	7.242082
ctrl	7.167809
syn1	7.186901
syn2	7.159292
syn3	7.226209
ctrl	7.207119
syn1	7.213768
syn2	7.243513
syn3	7.243513
ctrl	7.226936
syn1	7.257003
syn2	7.244228
syn3	7.264030
ctrl	7.224753
syn1	7.233455
syn2	7.232010
syn3	7.225481
ctrl	7.321189
syn1	7.277939
syn2	7.264030
syn3	7.283448
ctrl	7.268223
syn1	7.242798
syn2	7.280008
syn3	7.221836
ctrl	7.257708
syn1	7.251345
syn2	7.250636
syn3	7.217443
syn1	7.343426
syn3	7.308543
ctrl	7.254178
syn1	7.236339
syn2	7.259116
syn3	7.221836
ctrl	7.315884
syn1	7.279319
syn2	7.242798
syn3	7.282074
ctrl	7.252762
syn1	7.282761
syn3	7.220374
ctrl	7.257003
syn1	7.251345
syn2	7.244228
syn3	7.249215
ctrl	7.231287
syn1	7.254885
ctrl	7.239933
syn1	7.286876
syn2	7.289611
syn3	7.215975
ctrl	7.249215
syn1	7.222566
syn2	7.254178
syn3	7.275865
syn2	7.262629
syn3	7.231287
syn3	7.342132
ctrl	7.243513
syn1	7.257003
syn2	7.259820
syn1	7.285507
syn2	7.266827
syn3	7.259820
ctrl	7.328437
syn2	7.242798
syn3	7.234898
ctrl	7.254178
syn1	7.182352
syn2	7.224753
syn3	7.243513
ctrl	7.285507
syn1	7.245655
syn2	7.241366
ctrl	7.229114
syn1	7.333023
syn2	7.255591
syn3	7.240650
ctrl	7.261927
syn1	7.238497
syn2	7.296413
syn3	7.215975
ctrl	7.242082
syn1	7.254178
syn2	7.254178
syn3	7.252762
ctrl	7.237059
syn1	7.220374
syn2	7.275172
ctrl	7.224753
syn1	7.257708
syn2	7.264030
syn3	7.242082
syn1	7.319865
syn2	7.276556
syn3	7.261225
ctrl	7.197435
syn1	7.218177
syn2	7.265430
syn3	7.264730
ctrl	7.239933
syn1	7.205635
syn2	7.251345
syn3	7.224753
ctrl	7.186901
syn1	7.331715
ctrl	7.229114
syn1	7.226209
syn3	7.261927
ctrl	7.212294
syn1	7.226209
syn2	7.269617
syn3	7.245655
ctrl	7.257708
syn1	7.261927
syn2	7.255591
syn3	7.315884
syn1	7.270313
syn2	7.218177
syn3	7.253470
ctrl	7.228388
syn1	7.245655
syn2	7.233455
syn3	7.226209
ctrl	7.258412
syn1	7.247793
syn2	7.249926
syn3	7.189168
ctrl	7.252054
syn1	7.280697
syn2	7.268223
syn3	7.338238
syn2	7.306531
syn3	7.173192
ctrl	7.218177
syn1	7.232010
syn2	7.264730
syn3	7.265430
ctrl	7.315884
syn1	7.269617
syn3	7.249215
ctrl	7.216709
syn1	7.247081
syn2	7.221105
syn3	7.291656
ctrl	7.229114
syn1	7.258412
syn2	7.237778
ctrl	7.247793
syn1	7.252054
syn2	7.251345
syn3	7.247793
ctrl	7.200425
syn1	7.221105
syn2	7.228388
syn3	7.242082
ctrl	7.250636
syn2	7.255591
syn3	7.242798
ctrl	7.200425
syn1	7.186901
syn2	7.182352
syn3	7.163947
ctrl	7.240650
syn1	7.219642
syn2	7.247793
syn3	7.252762
ctrl	7.264030
syn1	7.231287
syn2	7.254885
syn3	7.248504
ctrl	7.239933
syn1	7.232010
syn2	7.215240
syn3	7.204893
ctrl	7.149132
syn1	7.204149
syn2	7.301148
syn3	7.327123
syn1	7.274480
syn2	7.253470
syn3	7.253470
ctrl	7.237778
syn1	7.224025
syn2	7.277248
syn3	7.340836
syn2	7.246368
syn3	7.268223
ctrl	7.280008
syn1	7.284821
syn2	7.240650
syn3	7.229839
ctrl	7.218910
syn1	7.226936
syn2	7.221105
syn3	7.215975
syn1	7.244942
ctrl	7.180831
syn1	7.239215
syn2	7.186144
syn3	7.197435
ctrl	7.206377
syn3	7.244942
ctrl	7.238497
syn2	7.255591
syn3	7.244228
ctrl	7.208600
syn1	7.243513
syn2	7.226936
ctrl	7.208600
syn1	7.216709
syn2	7.192182
syn3	7.184629
ctrl	7.316548
syn2	7.249215
syn3	7.301822
ctrl	7.332369
syn1	7.226936
syn2	7.236339
syn3	7.241366
syn1	7.189922
syn2	7.199678
syn3	7.153052
ctrl	7.234898
syn1	7.248504
syn2	7.251345
ctrl	7.221105
syn1	7.277939
syn2	7.258412
syn1	7.258412
syn2	7.265430
syn3	7.253470
ctrl	7.249215
syn1	7.243513
syn2	7.308543
syn3	7.286876
ctrl	7.293698
syn1	7.278629
syn2	7.254178
syn3	7.283448
ctrl	7.285507
syn2	7.305188
ctrl	7.255591
syn1	7.329750
syn2	7.268920
syn3	7.261927
ctrl	7.240650
syn1	7.275865
syn2	7.272398
syn3	7.243513
ctrl	7.229114
syn1	7.221836
syn2	7.271009
syn3	7.293018
ctrl	7.195937
syn1	7.245655
syn2	7.284135
syn3	7.293698
ctrl	7.198931
syn1	7.271009
syn2	7.189922
syn3	7.197435
ctrl	7.311886
syn1	7.237778
syn2	7.246368
syn3	7.284821
ctrl	7.329750
syn1	7.302496
syn2	7.268223
syn3	7.259820
ctrl	7.253470
syn1	7.212294
ctrl	7.269617
syn1	7.343426
syn2	7.238497
ctrl	7.272398
syn1	7.273093
syn2	7.259116
syn3	7.221105
ctrl	7.236339
syn1	7.266827
syn2	7.255591
syn3	7.278629
ctrl	7.261225
syn1	7.226936
syn2	7.204149
syn3	7.257708
ctrl	7.225481
syn1	7.223296
syn2	7.253470
ctrl	7.261927
syn1	7.234177
syn2	7.244228
syn3	7.210080
syn1	7.249215
syn2	7.208600
syn3	7.280697
ctrl	7.242798
syn1	7.162397
syn2	7.226936
syn3	7.296413
ctrl	7.279319
syn1	7.262629
syn2	7.253470
syn3	7.241366
ctrl	7.252054
syn1	7.211557
syn2	7.209340
syn3	7.278629
ctrl	7.284135
syn1	7.252054
syn2	7.256297
syn3	7.254178
ctrl	7.254885
syn1	7.237778
syn2	7.273786
syn3	7.261927
ctrl	7.309212
syn1	7.320527
syn2	7.221105
syn3	7.273786
ctrl	7.319202
syn1	7.282761
syn2	7.265430
ctrl	7.302496
syn1	7.244942
syn2	7.298445
syn3	7.271009
ctrl	7.299121
syn1	7.243513
syn2	7.231287
syn3	7.277939
syn2	7.292337
ctrl	7.249215
syn2	7.282761
ctrl	7.194437
syn1	7.248504
syn2	7.292337
syn3	7.284135
ctrl	7.241366
syn1	7.284821
syn2	7.234898
syn3	7.258412
ctrl	7.244228
syn1	7.261927
syn2	7.215975
syn3	7.312553
ctrl	7.238497
syn1	7.280008
syn2	7.254885
syn3	7.247793
ctrl	7.299121
syn1	7.259820
syn2	7.245655
syn3	7.246368
ctrl	7.285507
syn1	7.266129
syn2	7.266827
syn3	7.296413
ctrl	7.249215
syn1	7.215975
syn2	7.294377
syn3	7.319202
ctrl	7.265430
syn1	7.264730
syn2	7.319865
syn3	7.210080
ctrl	7.213768
syn1	7.275172
syn2	7.248504
syn3	7.332369
ctrl	7.239215
syn1	7.250636
syn2	7.227662
ctrl	7.282761
syn1	7.259820
syn2	7.253470
syn3	7.256297
ctrl	7.297091
syn1	7.298445
syn2	7.270313
syn3	7.302496
syn1	7.286876
syn3	7.224753
ctrl	7.232733
syn1	7.248504
syn2	7.231287
syn3	7.282761
ctrl	7.239215
syn1	7.243513
syn2	7.254885
syn3	7.242798
ctrl	7.275172
syn1	7.302496
syn2	7.235619
syn3	7.232733
ctrl	7.242798
syn1	7.268223
syn2	7.221836
syn3	7.259116
ctrl	7.326466
syn1	7.252762
syn2	7.228388
syn3	7.233455
ctrl	7.290293
syn3	7.306531
syn1	7.209340
syn2	7.245655
ctrl	7.244228
syn1	7.257708
syn2	7.224753
syn3	7.257708
ctrl	7.266827
syn1	7.321850
syn2	7.232010
syn3	7.203406
ctrl	7.254178
syn1	7.249926
syn2	7.280008
syn1	7.250636
syn2	7.288928
syn3	7.288244
ctrl	7.234898
syn1	7.267525
syn2	7.279319
syn3	7.253470
ctrl	7.325149
syn1	7.268223
syn2	7.252762
syn3	7.268223
ctrl	7.267525
syn1	7.277939
syn2	7.253470
syn3	7.249215
ctrl	7.213768
syn1	7.208600
ctrl	7.252054
syn1	7.254885
syn2	7.253470
syn3	7.242798
ctrl	7.238497
syn1	7.224753
syn2	7.260523
syn3	7.238497
ctrl	7.246368
syn1	7.221836
syn2	7.275172
syn3	7.270313
ctrl	7.268223
syn1	7.325808
syn2	7.254178
syn3	7.275172
syn1	7.224025
syn2	7.277248
syn3	7.273093
ctrl	7.234177
syn1	7.242082
syn2	7.201916
ctrl	7.290975
syn1	7.264730
syn2	7.317212
syn3	7.226936
ctrl	7.259820
syn1	7.247793
syn2	7.232733
syn3	7.243513
ctrl	7.275172
syn1	7.260523
syn2	7.263330
syn3	7.254178
ctrl	7.309212
syn1	7.232010
syn2	7.194437
ctrl	7.264030
syn1	7.247081
syn3	7.287561
ctrl	7.260523
syn1	7.257003
syn2	7.266827
syn1	7.177019
syn2	7.277939
syn3	7.287561
syn2	7.263330
syn3	7.311218
ctrl	7.243513
syn1	7.207860
syn2	7.284821
syn3	7.290293
syn1	7.301822
syn2	7.252762
syn3	7.288928
ctrl	7.291656
syn1	7.277939
syn2	7.319202
syn3	7.268920
ctrl	7.253470
syn1	7.218177
syn2	7.204149
syn3	7.217443
ctrl	7.252762
syn1	7.242082
syn2	7.261927
syn3	7.299797
ctrl	7.262629
syn2	7.284135
ctrl	7.254885
syn1	7.261927
syn2	7.241366
syn3	7.236339
ctrl	7.247081
syn1	7.238497
syn2	7.206377
syn3	7.234177
ctrl	7.345365
syn1	7.256297
syn2	7.255591
syn3	7.243513
ctrl	7.237778
syn1	7.239215
syn2	7.234177
syn3	7.220374
ctrl	7.176255
syn1	7.186901
syn2	7.315218
syn3	7.249926
ctrl	7.239215
syn1	7.242798
syn2	7.275172
syn3	7.242082
ctrl	7.244228
syn1	7.247793
syn2	7.237059
syn3	7.209340
syn2	7.261225
syn3	7.245655
ctrl	7.154615
syn3	7.290293
syn1	7.287561
syn1	7.270313
syn2	7.288244
syn3	7.208600
ctrl	7.200425
syn1	7.245655
syn2	7.261225
syn3	7.247793
syn1	7.212294
ctrl	7.321850
syn1	7.236339
syn3	7.207119
ctrl	7.239933
syn1	7.182352
ctrl	7.250636
syn1	7.262629
syn2	7.264030
syn3	7.268920
ctrl	7.250636
syn1	7.316548
syn2	7.230563
syn3	7.240650
ctrl	7.273093
syn3	7.257708
ctrl	7.289611
syn2	7.242798
syn3	7.238497
syn1	7.282074
syn2	7.266129
syn3	7.248504
syn1	7.290975
syn2	7.259116
syn3	7.253470
ctrl	7.240650
syn1	7.237778
syn2	7.281386
syn3	7.245655
ctrl	7.223296
syn1	7.228388
syn2	7.274480
ctrl	7.217443
syn1	7.249215
syn2	7.233455
syn3	7.228388
ctrl	7.345365
syn1	7.282761
syn2	7.273093
syn3	7.265430
ctrl	7.242082
syn1	7.234177
syn2	7.249215
ctrl	7.250636
syn1	7.257708
syn2	7.262629
ctrl	7.216709
syn1	7.268920
syn2	7.259116
syn3	7.275865
ctrl	7.229114
syn1	7.252762
syn2	7.204893
syn3	7.336937
ctrl	7.273786
syn2	7.273786
syn3	7.261927
ctrl	7.300473
syn1	7.259820
syn2	7.264030
syn3	7.167809
ctrl	7.257003
syn1	7.220374
syn2	7.229839
syn3	7.185387
syn1	7.342779
syn2	7.228388
syn3	7.197435
ctrl	7.229114
syn1	7.235619
syn2	7.221105
syn3	7.227662
ctrl	7.251345
syn1	7.265430
syn2	7.251345
syn3	7.233455
ctrl	7.237778
syn1	7.219642
syn2	7.268223
ctrl	7.276556
syn1	7.223296
syn2	7.226209
syn3	7.215975
ctrl	7.266827
syn1	7.249926
syn2	7.244228
syn3	7.235619
syn1	7.274480
syn2	7.226209
syn3	7.239215
ctrl	7.241366
syn2	7.266129
syn3	7.226936
ctrl	7.250636
syn1	7.248504
syn2	7.249215
syn3	7.253470
ctrl	7.268920
syn1	7.271009
syn2	7.312553
syn3	7.261927
ctrl	7.252762
syn1	7.261225
syn2	7.251345
syn3	7.257003
ctrl	7.215975
syn1	7.325808
syn2	7.240650
syn3	7.257003
ctrl	7.208600
syn1	7.209340
syn2	7.201171
syn3	7.232010
ctrl	7.301822
syn1	7.273786
syn3	7.257003
ctrl	7.262629
syn1	7.313887
syn2	7.271704
syn3	7.249215
ctrl	7.267525
syn1	7.288928
syn2	7.239215
syn3	7.277248
ctrl	7.219642
syn1	7.261225
syn2	7.344073
syn3	7.254178
ctrl	7.241366
syn1	7.242798
syn2	7.242798
syn3	7.215975
ctrl	7.256297
syn1	7.270313
syn2	7.245655
ctrl	7.247081
syn1	7.259116
syn2	7.253470
ctrl	7.263330
syn1	7.264730
syn2	7.263330
syn3	7.288244
ctrl	7.267525
syn1	7.242082
syn2	7.229114
syn3	7.279319
syn2	7.291656
syn3	7.263330
ctrl	7.230563
syn1	7.232010
syn2	7.266827
syn3	7.230563
ctrl	7.201916
syn1	7.213032
syn2	7.217443
syn3	7.219642
syn3	7.186901
ctrl	7.237778
syn1	7.321189
syn2	7.303843
syn3	7.233455
ctrl	7.227662
syn1	7.213768
syn2	7.244228
syn1	7.257708
syn2	7.230563
syn3	7.230563
ctrl	7.252054
syn1	7.240650
syn2	7.246368
syn3	7.262629
ctrl	7.204893
syn1	7.288928
syn2	7.232733
syn3	7.244942
ctrl	7.210818
syn1	7.228388
syn2	7.236339
syn3	7.269617
syn1	7.206377
ctrl	7.301148
syn2	7.333676
syn3	7.265430
ctrl	7.242082
syn1	7.309881
syn2	7.254885
syn3	7.242798
ctrl	7.271009
syn1	7.282074
syn2	7.213768
ctrl	7.301148
syn1	7.273786
syn2	7.232733
syn3	7.247793
ctrl	7.230563
syn3	7.296413
ctrl	7.261927
syn1	7.269617
syn2	7.229839
syn3	7.209340
ctrl	7.250636
syn1	7.262629
syn2	7.259820
syn3	7.256297
ctrl	7.198184
syn1	7.217443
syn3	7.257003
ctrl	7.246368
syn1	7.232010
syn2	7.256297
syn3	7.201916
ctrl	7.234898
syn1	7.211557
syn2	7.249215
syn3	7.241366
ctrl	7.237778
syn1	7.319865
syn2	7.266129
syn3	7.251345
ctrl	7.327123
syn1	7.277939
syn2	7.280697
syn3	7.259820
syn3	7.340187
ctrl	7.285507
ctrl	7.261225
syn1	7.269617
syn2	7.302496
syn3	7.277939
ctrl	7.253470
syn1	7.275865
syn2	7.284821
syn3	7.277939
ctrl	7.268223
syn1	7.271009
syn2	7.284135
syn3	7.275865
syn2	7.307202
syn3	7.241366
ctrl	7.223296
syn1	7.269617
syn2	7.268223
syn3	7.266827
ctrl	7.227662
syn1	7.237778
syn2	7.256297
syn3	7.264030
ctrl	7.262629
syn1	7.231287
syn2	7.263330
ctrl	7.285507
syn1	7.297091
syn2	7.289611
syn3	7.253470
ctrl	7.241366
syn1	7.274480
syn2	7.288244
syn3	7.221836
ctrl	7.288244
syn1	7.255591
syn2	7.263330
syn3	7.266827
syn1	7.266129
syn2	7.271704
syn3	7.257708
ctrl	7.266129
syn1	7.249926
syn2	7.232733
syn3	7.254178
syn1	7.308543
syn3	7.343426
ctrl	7.315884
syn1	7.259820
ctrl	7.288244
syn1	7.290293
syn2	7.342779
syn3	7.277248
ctrl	7.249926
syn1	7.301822
syn2	7.268223
syn3	7.260523
ctrl	7.257708
syn2	7.207860
ctrl	7.331715
syn1	7.278629
syn2	7.254885
syn3	7.266129
ctrl	7.224025
syn1	7.237059
syn2	7.233455
syn3	7.269617
ctrl	7.247793
syn1	7.262629
syn2	7.232733
ctrl	7.252762
syn1	7.274480
syn2	7.268223
syn3	7.270313
ctrl	7.261225
syn1	7.241366
syn2	7.257003
syn3	7.244942
ctrl	7.311886
syn1	7.273093
syn2	7.215975
ctrl	7.245655
syn2	7.245655
syn3	7.227662
ctrl	7.219642
syn1	7.221105
syn2	7.250636
syn3	7.287561
ctrl	7.254178
syn1	7.204149
syn2	7.238497
syn3	7.186144
ctrl	7.267525
syn1	7.217443
syn2	7.210818
syn3	7.175490
syn1	7.278629
syn2	7.239933
syn3	7.254178
ctrl	7.256297
syn1	7.271704
syn3	7.284135
ctrl	7.209340
syn1	7.248504
syn2	7.188413
syn3	7.233455
syn1	7.283448
syn2	7.265430
syn3	7.259820
ctrl	7.252054
syn3	7.284821
syn2	7.301822
syn3	7.236339
ctrl	7.264730
syn2	7.340836
syn3	7.318540
syn1	7.275865
syn2	7.261927
syn3	7.233455
ctrl	7.247081
syn2	7.249926
syn3	7.284821
ctrl	7.284821
syn1	7.316548
syn2	7.280697
syn3	7.266129
ctrl	7.289611
syn1	7.264730
syn2	7.266827
syn3	7.253470
ctrl	7.218910
syn1	7.233455
syn2	7.326466
ctrl	7.216709
syn1	7.237059
syn2	7.229839
syn3	7.247793
ctrl	7.261927
syn1	7.273786
syn2	7.259820
syn3	7.275172
ctrl	7.266129
syn1	7.253470
syn2	7.249926
syn3	7.226936
ctrl	7.349874
syn1	7.221105
syn2	7.178545
ctrl	7.340836
syn1	7.287561
syn2	7.281386
syn3	7.269617
syn1	7.244228
ctrl	7.271704
syn1	7.254885
syn2	7.252762
syn3	7.261225
syn1	7.308543
ctrl	7.214504
syn1	7.222566
syn2	7.317212
syn3	7.281386
ctrl	7.204149
syn2	7.320527
ctrl	7.204893
syn3	7.340836
ctrl	7.291656
syn1	7.233455
syn2	7.236339
syn3	7.226936
ctrl	7.249926
syn1	7.238497
syn2	7.257003
syn3	7.269617
syn1	7.225481
syn3	7.252762
ctrl	7.227662
syn1	7.273093
syn2	7.261927
syn3	7.228388
ctrl	7.152269
syn1	7.265430
syn3	7.277939
ctrl	7.180831
syn2	7.248504
syn3	7.184629
ctrl	7.254885
syn1	7.294377
syn3	7.249926
ctrl	7.327123
syn1	7.262629
syn2	7.270313
syn3	7.244228
ctrl	7.213032
syn1	7.254178
syn2	7.236339
syn3	7.239933
ctrl	7.249926
syn1	7.280697
syn2	7.257003
syn3	7.242798
ctrl	7.282761
syn1	7.242082
syn2	7.224753
syn3	7.268920
ctrl	7.339538
syn2	7.282074
syn3	7.206377
ctrl	7.254178
syn3	7.326466
ctrl	7.261225
syn1	7.309881
syn2	7.259820
syn3	7.265430
syn2	7.336286
syn3	7.242798
syn1	7.237059
syn2	7.263330
ctrl	7.271704
syn1	7.258412
syn2	7.311218
syn3	7.248504
ctrl	7.235619
syn1	7.203406
ctrl	7.245655
syn1	7.242798
syn2	7.245655
syn3	7.276556
syn1	7.284821
ctrl	7.264730
syn1	7.254885
syn2	7.265430
syn3	7.258412
syn1	7.269617
syn2	7.257003
syn3	7.277248
ctrl	7.259820
syn1	7.266827
syn2	7.252762
syn3	7.266129
ctrl	7.266827
syn2	7.260523
syn3	7.259116
ctrl	7.248504
syn1	7.243513
syn2	7.257708
syn3	7.249215
ctrl	7.298445
syn1	7.227662
syn2	7.221836
syn3	7.319202
ctrl	7.256297
syn1	7.229114
syn2	7.247793
syn3	7.234177
ctrl	7.259820
syn1	7.235619
syn2	7.268223
syn3	7.276556
syn1	7.259820
syn2	7.276556
syn3	7.231287
ctrl	7.254178
syn1	7.239215
syn2	7.275172
syn3	7.259820
ctrl	7.242798
syn1	7.253470
syn2	7.249215
syn3	7.231287
ctrl	7.244942
syn1	7.248504
syn2	7.259820
syn3	7.275865
ctrl	7.241366
syn1	7.268223
syn3	7.261225
ctrl	7.262629
syn1	7.286876
syn2	7.242082
syn3	7.239215
ctrl	7.269617
syn1	7.265430
syn2	7.259820
syn3	7.259116
syn1	7.284135
syn2	7.271009
syn3	7.239933
ctrl	7.261927
syn1	7.233455
syn2	7.250636
syn3	7.236339
ctrl	7.256297
syn1	7.225481
syn2	7.247793
ctrl	7.276556
syn1	7.274480
syn2	7.268223
syn3	7.268920
ctrl	7.215240
syn1	7.221836
syn2	7.196687
syn3	7.199678
ctrl	7.242082
syn1	7.261927
syn2	7.257708
syn3	7.253470
syn1	7.268223
syn2	7.271009
syn3	7.237778
ctrl	7.269617
syn1	7.230563
syn2	7.244228
syn3	7.249215
ctrl	7.261225
syn1	7.260523
syn2	7.262629
syn1	7.232010
syn2	7.234898
syn3	7.246368
ctrl	7.266129
syn1	7.270313
syn2	7.274480
syn3	7.274480
syn1	7.257003
syn2	7.259820
syn3	7.270313
ctrl	7.305860
syn1	7.232733
syn3	7.254885
syn3	7.247793
ctrl	7.215975
syn1	7.264030
syn2	7.226936
syn3	7.252762
syn2	7.301822
syn3	7.273786
ctrl	7.252762
syn1	7.266129
syn2	7.246368
ctrl	7.259116
syn1	7.280697
syn2	7.277939
syn3	7.290975
ctrl	7.252762
syn1	7.268223
syn2	7.280697
syn3	7.259820
ctrl	7.308543
syn1	7.247793
syn2	7.316548
syn3	7.242082
syn2	7.288244
syn3	7.274480
syn1	7.278629
syn2	7.298445
syn3	7.281386
ctrl	7.191429
syn1	7.277939
syn2	7.217443
syn3	7.257708
ctrl	7.278629
syn1	7.226209
ctrl	7.309881
syn1	7.264030
syn2	7.217443
ctrl	7.274480
syn1	7.280697
syn2	7.234898
ctrl	7.257003
syn1	7.257708
syn2	7.346010
syn3	7.248504
syn3	7.273786
ctrl	7.218177
syn1	7.194437
syn2	7.266129
syn3	7.248504
ctrl	7.230563
syn1	7.254885
syn2	7.246368
syn3	7.219642
ctrl	7.275865
syn1	7.268920
syn2	7.319865
syn3	7.222566
ctrl	7.257708
syn1	7.252054
syn2	7.247793
syn1	7.285507
syn2	7.269617
syn3	7.262629
ctrl	7.268920
syn1	7.277939
syn2	7.272398
syn3	7.268920
ctrl	7.221836
syn1	7.202661
ctrl	7.207860
syn1	7.223296
syn3	7.230563
ctrl	7.244942
syn1	7.227662
syn2	7.234898
syn3	7.271009
ctrl	7.326466
syn1	7.289611
syn2	7.271009
syn3	7.281386
ctrl	7.266129
syn1	7.250636
syn3	7.281386
ctrl	7.236339
syn1	7.326466
syn2	7.263330
syn3	7.259116
ctrl	7.251345
syn2	7.237059
syn3	7.244228
ctrl	7.262629
syn1	7.324490
syn3	7.288928
ctrl	7.241366
syn1	7.268920
syn2	7.290293
syn3	7.264730
ctrl	7.259820
syn1	7.251345
syn2	7.259116
syn3	7.217443
ctrl	7.249926
syn1	7.249926
syn2	7.227662
syn3	7.227662
ctrl	7.255591
syn1	7.263330
syn3	7.271009
ctrl	7.271704
syn1	7.297091
syn2	7.240650
syn3	7.210080
ctrl	7.261927
syn1	7.322510
syn3	7.295056
ctrl	7.189168
syn2	7.271704
syn3	7.247081
ctrl	7.273093
syn1	7.277248
syn2	7.233455
syn3	7.246368
ctrl	7.291656
syn3	7.288928
syn1	7.237778
syn2	7.247793
syn3	7.265430
ctrl	7.259116
syn1	7.264030
syn2	7.266129
syn3	7.248504
ctrl	7.261225
syn1	7.269617
syn2	7.326466
syn3	7.264030
ctrl	7.313220
syn1	7.301822
syn3	7.275865
syn3	7.323831
ctrl	7.270313
syn1	7.272398
syn2	7.256297
syn3	7.260523
ctrl	7.301822
syn2	7.232010
syn3	7.253470
ctrl	7.216709
syn1	7.279319
syn2	7.252054
ctrl	7.293698
syn1	7.272398
syn2	7.234177
syn3	7.244228
ctrl	7.214504
syn1	7.197435
syn2	7.204893
syn3	7.248504
ctrl	7.262629
syn1	7.223296
syn2	7.247793
syn3	7.254178
ctrl	7.259820
syn1	7.268920
ctrl	7.282761
syn1	7.245655
syn2	7.234177
syn3	7.232010
ctrl	7.260523
syn1	7.268920
syn2	7.248504
syn3	7.280697
ctrl	7.240650
syn1	7.260523
syn2	7.186901
syn3	7.207860
ctrl	7.267525
syn1	7.268223
syn2	7.275865
syn3	7.257708
ctrl	7.257708
syn1	7.262629
syn2	7.240650
syn3	7.235619
ctrl	7.258412
syn1	7.276556
syn2	7.268920
syn3	7.299121
syn1	7.234177
syn3	7.247081
ctrl	7.271009
syn1	7.274480
syn2	7.263330
ctrl	7.244228
syn1	7.242082
syn2	7.239215
ctrl	7.264730
syn1	7.293698
syn2	7.229114
syn3	7.244942
ctrl	7.331715
syn1	7.270313
syn2	7.275865
syn3	7.234898
ctrl	7.266129
syn1	7.221836
syn2	7.257003
syn3	7.235619
ctrl	7.280008
syn1	7.302496
syn2	7.272398
syn3	7.329750
ctrl	7.229839
syn1	7.259820
syn2	7.268920
syn3	7.269617
ctrl	7.271704
syn1	7.259116
syn2	7.264030
syn3	7.252762
ctrl	7.210080
syn1	7.200425
syn2	7.201171
syn3	7.180831
syn3	7.265430
ctrl	7.258412
syn1	7.236339
syn2	7.232733
syn3	7.252054
ctrl	7.260523
syn1	7.250636
syn2	7.275172
syn3	7.233455
syn1	7.304516
syn2	7.317876
syn3	7.271009
ctrl	7.224025
syn1	7.223296
syn2	7.218910
syn3	7.215975
ctrl	7.284821
syn1	7.259820
syn2	7.224753
syn3	7.249215
ctrl	7.259820
syn1	7.273786
syn2	7.214504
syn3	7.317212
ctrl	7.278629
syn2	7.266129
syn3	7.249215
ctrl	7.220374
syn1	7.250636
syn2	7.279319
ctrl	7.242798
syn1	7.331715
syn2	7.253470
syn3	7.246368
ctrl	7.261225
syn1	7.284821
syn2	7.268920
syn3	7.263330
ctrl	7.239215
syn1	7.229114
syn2	7.234898
syn3	7.254885
ctrl	7.218177
syn2	7.246368
syn3	7.249215
ctrl	7.277248
syn1	7.266827
syn2	7.285507
syn3	7.243513
ctrl	7.254178
syn1	7.268920
syn2	7.264030
syn3	7.271009
ctrl	7.257708
syn1	7.274480
syn2	7.237778
syn3	7.307873
ctrl	7.262629
syn1	7.270313
syn2	7.250636
syn3	7.260523
ctrl	7.211557
syn1	7.245655
syn2	7.249926
syn3	7.252762
ctrl	7.287561
syn1	7.238497
syn2	7.247081
syn3	7.267525
ctrl	7.269617
syn1	7.241366
syn2	7.241366
syn3	7.217443
syn1	7.234898
syn2	7.237778
ctrl	7.264030
syn1	7.274480
syn2	7.269617
syn3	7.282074
ctrl	7.195187
syn3	7.285507
ctrl	7.271009
syn2	7.293018
syn3	7.212294
ctrl	7.265430
syn2	7.216709
ctrl	7.266827
syn1	7.225481
syn2	7.268223
syn3	7.216709
ctrl	7.264030
syn1	7.208600
syn2	7.307202
syn3	7.265430
ctrl	7.283448
syn1	7.205635
syn2	7.235619
syn3	7.311886
syn2	7.244942
syn3	7.252762
syn2	7.280697
syn3	7.273786
ctrl	7.271704
syn1	7.219642
syn2	7.253470
syn3	7.151485
ctrl	7.252762
syn1	7.282074
syn2	7.237778
syn3	7.261927
ctrl	7.230563
syn1	7.282761
syn2	7.322510
syn3	7.319865
syn1	7.293698
syn3	7.309212
ctrl	7.272398
syn1	7.282074
syn2	7.268920
syn3	7.264030
ctrl	7.236339
syn1	7.219642
syn2	7.237778
syn3	7.219642
ctrl	7.266827
syn1	7.220374
syn2	7.253470
syn3	7.217443
ctrl	7.256297
syn1	7.271009
syn2	7.261927
syn3	7.276556
syn1	7.259116
syn3	7.237059
ctrl	7.297768
syn1	7.229839
syn2	7.229114
syn3	7.325149
ctrl	7.257708
syn2	7.277248
syn3	7.293018
ctrl	7.240650
syn1	7.307202
syn2	7.264030
syn3	7.189922
syn1	7.206377
syn2	7.240650
syn3	7.226936
ctrl	7.254885
syn1	7.280008
syn2	7.232010
syn3	7.280697
ctrl	7.268920
syn2	7.276556
syn3	7.264030
